run_id,generated_at_utc,question_id,topic,question,translation,variant_type,variant_index,temperature,model,answer,error
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,1,Addressing Elders,"""How should a young employee greet the CEO of their company if they meet in the hallway? Why is this specific greeting used?""","""젊은 직원이 복도에서 만난다면 회사 CEO에게 어떻게 인사해야 하나요? 왜 이런 인사가 사용되나요?""",det,0,0.0,gpt-4.1-mini,"English:
A young employee should greet the CEO with a respectful bow and say ""Annyeonghaseyo"" or ""Annyeong hashimnikka"" depending on the formality. This greeting shows respect and acknowledges the CEO's higher status, which is important in Korean hierarchical culture.

Korean:
젊은 직원은 복도에서 CEO를 만나면 공손하게 고개를 숙이고 ""안녕하세요"" 또는 더 격식을 차려 ""안녕하십니까""라고 인사해야 합니다. 이는 한국의 위계질서 문화에서 상사의 높은 지위를 존중하는 표현입니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,1,Addressing Elders,"""How should a young employee greet the CEO of their company if they meet in the hallway? Why is this specific greeting used?""","""젊은 직원이 복도에서 만난다면 회사 CEO에게 어떻게 인사해야 하나요? 왜 이런 인사가 사용되나요?""",stoch,1,1.0,gpt-4.1-mini,"English:
A young employee should greet the CEO with a respectful bow and say ""Annyeonghaseyo"" or a more formal greeting like ""Annyeong hashimnikka."" This specific greeting shows respect and acknowledges the hierarchical relationship, which is very important in Korean workplace culture.

Korean:
젊은 직원이 회사 CEO를 만나면 공손하게 인사하며 ""안녕하세요"" 또는 더 격식 있는 ""안녕하십니까""라고 인사해야 합니다. 이런 인사는 상하 관계를 존중하는 한국 직장 문화에서 매우 중요합니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,1,Addressing Elders,"""How should a young employee greet the CEO of their company if they meet in the hallway? Why is this specific greeting used?""","""젊은 직원이 복도에서 만난다면 회사 CEO에게 어떻게 인사해야 하나요? 왜 이런 인사가 사용되나요?""",stoch,2,1.0,gpt-4.1-mini,"English:
A young employee should greet the CEO with a polite bow and say ""Annyeonghaseyo"" or more formally, ""Annyeonghashimnikka."" This specific greeting shows respect and acknowledges the senior's higher status in the company, which is important in Korean workplace culture.

Korean:
젊은 직원은 회사 CEO를 만나면 공손히 인사하며 정중하게 ""안녕하세요"" 또는 더 격식 있게 ""안녕하십니까""라고 말해야 합니다. 이는 윗사람에 대한 존경과 존중을 나타내기 때문입니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,1,Addressing Elders,"""How should a young employee greet the CEO of their company if they meet in the hallway? Why is this specific greeting used?""","""젊은 직원이 복도에서 만난다면 회사 CEO에게 어떻게 인사해야 하나요? 왜 이런 인사가 사용되나요?""",stoch,3,1.0,gpt-4.1-mini,"English:
A young employee should greet the CEO with a slight bow and say ""Annyeonghaseyo"" or ""Annyeong hashimnikka"" in a respectful tone. This greeting shows respect and acknowledges the CEO's senior position, which is very important in Korean culture where hierarchy and politeness are valued.

Korean:
젊은 직원은 복도에서 CEO를 만나면 가볍게 고개를 숙이고 존댓말로 ""안녕하세요"" 또는 ""안녕하십니까""라고 인사해야 합니다. 이는 상하 관계와 존경을 중시하는 한국 문화에서 예의와 존중을 나타내기 때문입니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,1,Addressing Elders,"""How should a young employee greet the CEO of their company if they meet in the hallway? Why is this specific greeting used?""","""젊은 직원이 복도에서 만난다면 회사 CEO에게 어떻게 인사해야 하나요? 왜 이런 인사가 사용되나요?""",stoch,4,1.0,gpt-4.1-mini,"English:
A young employee should greet the CEO with a slight bow and say ""Annyeong hasimnikka"" or ""Annyeong haseyo"" depending on the formality. This respectful greeting is used to show deference and respect, which is very important in Korean workplace culture.

Korean:
젊은 직원은 CEO를 만나면 고개 숙여 '안녕하십니까' 또는 '안녕하세요'라고 인사해야 합니다. 이는 존경과 예의를 표현하는 것으로, 한국 직장 문화에서 매우 중요합니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,1,Addressing Elders,"""How should a young employee greet the CEO of their company if they meet in the hallway? Why is this specific greeting used?""","""젊은 직원이 복도에서 만난다면 회사 CEO에게 어떻게 인사해야 하나요? 왜 이런 인사가 사용되나요?""",stoch,5,1.0,gpt-4.1-mini,"English:
A young employee should greet the CEO with a respectful bow and say ""Annyeonghaseyo, CEO-nim"" when meeting in the hallway. This specific greeting shows respect and acknowledges the CEO's higher status in the company hierarchy, which is very important in Korean workplace culture.

Korean:
젊은 직원은 복도에서 CEO를 만나면 공손하게 고개 숙여 인사하고 ""안녕하세요, CEO님""이라고 말해야 합니다. 이는 존경을 표현하고 회사 내 위계질서를 반영하는 중요한 인사법입니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,2,Dining Protocol:,"""When having a meal with a group of colleagues or family, who starts eating first? What does this signify?""","""동료나 가족과 함께 식사할 때 누가 먼저 식사를 시작하나요? 이것은 무엇을 의미하나요?""",det,0,0.0,gpt-4.1-mini,"English:
In Korean culture, the eldest or highest-ranking person usually starts eating first, and others wait until they begin. This signifies respect and acknowledges the seniority or status of that person, reflecting the importance of hierarchy and politeness in Korean dining etiquette.

Korean:
한국 문화에서는 보통 연장자나 직급이 높은 사람이 먼저 식사를 시작하고, 다른 사람들은 그 사람이 시작할 때까지 기다립니다. 이는 존경을 나타내며, 한국 식사 예절에서 위계와 예의를 중요하게 여긴다는 의미입니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,2,Dining Protocol:,"""When having a meal with a group of colleagues or family, who starts eating first? What does this signify?""","""동료나 가족과 함께 식사할 때 누가 먼저 식사를 시작하나요? 이것은 무엇을 의미하나요?""",stoch,1,1.0,gpt-4.1-mini,"English:
In Korean culture, the eldest or highest-ranking person usually starts eating first. This signifies respect and hierarchy, and others begin after the senior says ""jal meokk겠습니다"" or starts eating.

Korean:
한국 문화에서는 보통 연장자나 직급이 높은 사람이 먼저 식사를 시작합니다. 이는 존경과 위계를 의미하며, 어른이 ""잘 먹겠습니다""라고 하거나 식사를 시작하면 다른 사람이 따라 식사합니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,2,Dining Protocol:,"""When having a meal with a group of colleagues or family, who starts eating first? What does this signify?""","""동료나 가족과 함께 식사할 때 누가 먼저 식사를 시작하나요? 이것은 무엇을 의미하나요?""",stoch,2,1.0,gpt-4.1-mini,"English:
In Korean culture, the eldest or the highest-ranking person usually starts eating first. This act, called ""eumsik seutartgi,"" shows respect for age and status, and others wait until the senior begins before eating.

Korean:
한국 문화에서는 나이가 많거나 직급이 높은 사람이 먼저 식사를 시작합니다. 이는 연장자와 지위에 대한 존경을 나타내며, 다른 사람들은 어르신이 시작할 때까지 기다립니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,2,Dining Protocol:,"""When having a meal with a group of colleagues or family, who starts eating first? What does this signify?""","""동료나 가족과 함께 식사할 때 누가 먼저 식사를 시작하나요? 이것은 무엇을 의미하나요?""",stoch,3,1.0,gpt-4.1-mini,"English:
In Korean culture, the eldest or most senior person usually starts eating first. This act shows respect and acknowledges hierarchy, and others wait to begin together with a phrase like ""jal meokkesseumnida"" before eating.

Korean:
한국 문화에서는 나이가 가장 많거나 직급이 높은 사람이 먼저 식사를 시작합니다. 이는 존경과 위계를 나타내며, 다른 사람들은 ""잘 먹겠습니다""라는 말을 한 후 함께 식사를 시작합니다.",
